R0,80,761,1
R0,80,762,2
R0,81,761,3
R0,82,762,4
R0,81,762,5
R0,78,763,6
R0,78,763,7
R0,79,762,8
R0,78,762,9
R0,78,761,10
R0,78,761,11
R0,77,761,12
R0,77,761,13
R0,78,761,14
R0,77,761,15
R0,78,762,16
R0,78,761,17
R0,78,761,18
R0,79,760,19
R0,80,760,20
R0,79,760,21
R0,80,761,22
R0,79,760,23
R0,80,760,24
R0,80,760,25
R0,80,760,26
R0,77,761,27
R0,77,761,28
R0,77,761,29
R0,73,760,30
R0,71,760,31
R0,71,759,32
R0,72,761,33
R0,73,761,34
R0,74,760,35
R0,75,760,36
R0,76,760,37
R0,77,761,38
R0,78,760,39
R0,78,760,40
R0,78,760,41
R0,78,761,42
R0,79,760,43
R0,75,760,44
R0,72,760,45
R0,73,760,46
R0,74,761,47
R0,75,760,48
R0,76,760,49
R0,69,760,50
R0,70,761,51
R0,71,760,52
R0,72,760,53
R0,69,758,54
R0,70,758,55
R0,71,760,56
R0,71,760,57
R0,71,761,58
R0,72,760,59
R0,71,760,60
R0,72,759,61
R0,73,759,62
R0,73,760,63
R0,74,760,64
R0,71,760,65
R0,72,761,66
R0,73,760,67
R0,74,760,68
R0,74,760,69
R0,74,761,70
R0,75,760,71
R0,75,760,72
R0,74,760,73
R0,74,760,74
R0,75,760,75
R0,72,760,76
R0,73,761,77
R0,74,760,78
R0,75,760,79
R0,76,761,80
R0,77,761,81
R0,76,761,82
R0,77,760,83
R0,77,761,84
R0,77,761,85
R0,78,760,86
R0,79,760,87
R0,80,760,88
R0,77,760,89
R0,78,761,90
R0,79,761,91
R0,80,761,92
R0,77,760,93
R0,77,760,94
R0,77,761,95
R0,78,761,96
R0,79,760,97
R0,80,761,98
R0,80,760,99
R0,80,760,100
R0,77,761,101
R0,74,761,102
R0,75,761,103
R0,75,761,104
R0,76,760,105
R0,77,761,106
R0,78,760,107
R0,79,760,108
R0,79,760,109
R0,80,760,110
R0,80,760,111
R0,80,760,112
R0,75,760,113
R0,75,760,114
R0,75,760,115
R0,76,761,116
R0,77,761,117
R0,75,761,118
R0,74,762,119
R0,71,762,120
R0,78,762,121
R0,78,761,122
R0,79,761,123
R0,80,760,124
R0,81,760,125
R0,74,760,126
R0,75,759,127
R0,73,761,128
R0,73,761,129
R0,74,760,130
R0,68,761,131
R0,69,760,132
R0,70,760,133
R0,71,760,134
R0,72,760,135
R0,73,761,136
R0,74,761,137
R0,75,761,138
R0,76,761,139
R0,77,761,140
R0,78,761,141
R0,79,761,142
R0,80,761,143
R0,80,761,144
R0,81,761,145
R0,82,761,146
R0,80,761,147
R0,81,760,148
R0,81,761,149
R0,81,762,150
R0,81,761,151
R0,80,761,152
R0,80,761,153
R0,80,760,154
R0,79,760,155
R0,80,761,156
R0,80,761,157
R0,80,761,158
R0,79,760,159
R0,75,760,160
R0,74,761,161
R0,74,761,162
R0,74,760,163
R0,74,761,164
R0,74,761,165
R0,74,761,166
R0,74,761,167
R0,75,760,168
R0,76,761,169
R0,77,761,170
R0,77,761,171
R0,77,760,172
R0,78,761,173
R0,79,761,174
R0,80,761,175
R0,80,761,176
R0,81,761,177
R0,81,761,178
R0,81,760,179
R0,80,760,180
R0,80,761,181
R0,81,761,182
R0,82,760,183
R0,81,761,184
R0,81,761,185
R0,81,761,186
R0,81,761,187
R0,80,761,188
R0,80,761,189
R0,81,761,190
R0,77,761,191
R0,77,760,192
R0,77,761,193
R0,78,761,194
R0,79,761,195
R0,80,761,196
R0,78,761,197
R0,77,760,198
R0,78,761,199
R0,77,760,200
R0,77,760,201
R0,77,760,202
R0,78,760,203
R0,77,761,204
R0,77,760,205
R0,78,760,206
R0,79,760,207
R0,80,760,208
R0,80,761,209
R0,77,761,210
R0,77,761,211
R0,77,760,212
R0,77,761,213
R0,77,761,214
R0,78,761,215
R0,79,761,216
R0,80,761,217
R0,81,761,218
R0,82,760,219
R0,83,761,220
R0,83,761,221
R0,79,761,222
R0,79,760,223
R0,79,761,224
R0,78,761,225
R0,78,761,226
R0,77,761,227
R0,78,761,228
R0,79,760,229
R0,72,760,230
R0,73,760,231
R0,72,760,232
R0,73,761,233
R0,74,760,234
R0,75,761,235
R0,76,761,236
R0,76,761,237
R0,77,761,238
R0,78,761,239
R0,79,761,240
R0,80,761,241
R0,80,761,242
R0,75,760,243
R0,76,760,244
R0,77,760,245
R0,78,760,246
R0,79,761,247
R0,80,761,248
R0,77,761,249
R0,78,761,250
R0,79,761,251
R0,79,761,252
R0,79,761,253
R0,78,761,254
R0,79,761,255
R0,78,761,256
R0,79,760,257
R0,79,760,258
R0,79,760,259
R0,77,760,260
R0,78,760,261
R0,79,761,262
R0,80,760,263
R0,80,761,264
R0,80,761,265
R0,80,761,266
R0,80,761,267
R0,80,761,268
R0,80,761,269
R0,80,761,270
R0,75,760,271
R0,75,760,272
R0,75,759,273
R0,75,760,274
R0,75,760,275
R0,75,760,276
R0,74,760,277
R0,75,760,278
R0,75,760,279
R0,75,760,280
R0,75,760,281
R0,75,760,282
R0,75,760,283
R0,75,760,284
R0,76,761,285
R0,77,761,286
R0,78,761,287
R0,77,761,288
R0,73,760,289
R0,71,760,290
R0,72,760,291
R0,73,760,292
R0,74,760,293
R0,74,761,294
R0,73,760,295
R0,74,760,296
R0,70,760,297
R0,71,760,298
R0,72,760,299
R0,73,760,300
R0,74,760,301
R0,75,760,302
R0,74,760,303
R0,75,760,304
R0,74,760,305
R0,75,760,306
R0,74,760,307
R0,74,760,308
R0,74,760,309
R0,74,760,310
R0,74,760,311
R0,75,761,312
