R1,80,1347,1
R1,80,1347,2
R1,80,1347,3
R1,80,1347,4
R1,80,1347,5
R1,80,1347,6
R1,80,1347,7
R1,80,1347,8
R1,80,1347,9
R1,80,1347,10
R1,80,1347,11
R1,80,1347,12
R1,80,1347,13
R1,80,1347,14
R1,80,1347,15
R1,80,1347,16
R1,80,1347,17
R1,80,1347,18
R1,80,1347,19
R1,80,1347,20
R1,88,1351,21
R1,90,1351,22
R1,86,1352,23
R1,86,1353,24
R1,86,1354,25
R1,85,1355,26
R1,93,1356,27
R1,89,1357,28
R1,89,1358,29
R1,89,1361,30
R1,89,1361,31
R1,88,1363,32
R1,88,1365,33
R1,88,1367,34
R1,88,1369,35
R1,88,1371,36
R1,88,1372,37
R1,88,1374,38
R1,89,1376,39
R1,88,1378,40
R1,95,1379,41
R1,95,1379,42
R1,95,1379,43
R1,95,1379,44
R1,95,1379,45
R1,95,1379,46
R1,95,1379,47
R1,95,1379,48
R1,95,1379,49
R1,95,1379,50
R1,95,1379,51
R1,95,1379,52
R1,95,1379,53
R1,95,1379,54
R1,86,1428,55
R1,86,1428,56
R1,86,1427,57
R1,94,1428,58
R1,90,1431,59
R1,97,1431,60
R1,97,1431,61
R1,97,1431,62
R1,97,1431,63
R1,97,1431,64
R1,97,1431,65
R1,102,1462,66
R1,102,1462,67
R1,93,1459,68
R1,99,1460,69
R1,99,1460,70
R1,99,1460,71
R1,99,1460,72
R1,99,1460,73
R1,102,1495,74
R1,102,1495,75
R1,102,1495,76
R1,95,1494,77
R1,101,1494,78
R1,101,1494,79
R1,101,1494,80
R1,101,1494,81
R1,99,1512,82
R1,107,1513,83
R1,107,1513,84
R1,107,1513,85
R1,107,1513,86
R1,107,1513,87
R1,107,1513,88
R1,107,1513,89
R1,107,1513,90
R1,100,1543,91
R1,101,1546,92
R1,101,1548,93
R1,100,1550,94
R1,103,1553,95
R1,102,1555,96
R1,100,1557,97
R1,102,1558,98
R1,103,1561,99
R1,102,1562,100
R1,110,1563,101
R1,102,1564,102
R1,103,1566,103
R1,104,1567,104
R1,104,1567,105
R1,105,1569,106
R1,108,1569,107
R1,108,1569,108
R1,108,1569,109
R1,108,1569,110
R1,108,1569,111
R1,108,1569,112
R1,108,1569,113
R1,108,1569,114
R1,108,1569,115
R1,108,1569,116
R1,108,1569,117
R1,108,1569,118
R1,108,1569,119
R1,108,1569,120
R1,108,1569,121
R1,108,1569,122
R1,107,1592,123
R1,108,1594,124
R1,107,1594,125
R1,107,1595,126
R1,108,1596,127
R1,107,1597,128
R1,109,1597,129
R1,109,1599,130
R1,110,1600,131
R1,109,1600,132
R1,108,1601,133
R1,111,1600,134
R1,111,1601,135
R1,111,1601,136
R1,111,1601,137
R1,111,1602,138
R1,111,1602,139
R1,111,1602,140
R1,111,1602,141
R1,112,1603,142
R1,112,1602,143
R1,112,1602,144
R1,112,1603,145
R1,112,1603,146
R1,112,1603,147
R1,112,1603,148
R1,111,1604,149
R1,111,1603,150
R1,113,1604,151
R1,114,1603,152
R1,114,1603,153
R1,115,1604,154
R1,114,1604,155
R1,114,1604,156
R1,114,1605,157
R1,114,1604,158
R1,113,1604,159
R1,113,1604,160
R1,115,1603,161
R1,115,1602,162
R1,116,1602,163
R1,116,1602,164
R1,115,1600,165
R1,116,1599,166
R1,115,1599,167
R1,115,1598,168
R1,116,1597,169
R1,115,1596,170
R1,115,1595,171
R1,115,1595,172
R1,115,1594,173
R1,115,1593,174
R1,115,1592,175
R1,115,1591,176
R1,115,1590,177
R1,115,1588,178
R1,116,1587,179
R1,115,1586,180
R1,115,1585,181
R1,115,1584,182
R1,115,1583,183
R1,115,1582,184
R1,116,1581,185
R1,115,1579,186
R1,115,1579,187
R1,115,1579,188
R1,115,1578,189
R1,114,1577,190
R1,114,1576,191
R1,114,1576,192
R1,114,1575,193
R1,114,1574,194
R1,114,1572,195
R1,115,1571,196
R1,116,1570,197
R1,116,1569,198
R1,115,1569,199
R1,113,1568,200
R1,112,1567,201
R1,114,1566,202
R1,114,1565,203
R1,114,1563,204
R1,115,1564,205
R1,114,1563,206
R1,115,1561,207
R1,115,1560,208
R1,116,1559,209
R1,115,1559,210
R1,115,1559,211
R1,114,1559,212
R1,115,1558,213
R1,115,1557,214
R1,115,1557,215
R1,115,1557,216
R1,114,1556,217
R1,114,1554,218
R1,115,1554,219
R1,116,1552,220
R1,115,1553,221
R1,115,1552,222
R1,114,1551,223
R1,114,1551,224
R1,115,1550,225
R1,115,1548,226
R1,114,1549,227
R1,115,1548,228
R1,116,1545,229
R1,116,1546,230
R1,116,1545,231
R1,116,1544,232
R1,116,1544,233
R1,116,1544,234
R1,116,1544,235
R1,116,1543,236
R1,116,1543,237
R1,117,1541,238
R1,117,1542,239
R1,114,1540,240
R1,113,1542,241
R1,117,1540,242
R1,117,1539,243
R1,119,1539,244
R1,117,1538,245
R1,116,1538,246
R1,116,1537,247
R1,117,1538,248
R1,117,1536,249
R1,117,1535,250
R1,117,1534,251
R1,117,1535,252
